topic_id,role,num_utterances,num_tokens,uncertainty_count,uncertainty_rate,strong_modality_count,strong_modality_rate,weak_modality_count,weak_modality_rate,top_words,top_bigrams,nrc_anger,nrc_anticipation,nrc_disgust,nrc_fear,nrc_joy,nrc_negative,nrc_positive,nrc_sadness,nrc_surprise,nrc_trust,emfd_authority_p,emfd_authority_sent,emfd_care_p,emfd_care_sent,emfd_fairness_p,emfd_fairness_sent,emfd_loyalty_p,emfd_loyalty_sent,emfd_sanctity_p,emfd_sanctity_sent
5g_health_risks,conspiracy,33,576,16,0.027777777777777776,1,0.001736111111111111,2,0.003472222222222222,"health:19, public:16, deployment:13, safety:11, rapid:10, networks:10, pattern:9, downplaying:8, concern:7, profit:7, potential:7, genuine:7, due:7, rollout:7, despite:6, ignores:6, industry:6, risks:6, wireless:6, technological:5, scientific:5, effects:5, rather:5, dismissal:5, research:5","health_risks:6, rapid_deployment:5, deployment_despite:5, public_health:5, despite_growing:4, growing_public:4, public_concern:4, public_safety:4, telecom_companies:4, companies_prioritize:4, deployment_networks:4, track_record:4, corporate_interests:4, history_downplaying:4, wireless_networks:4, independent_research:3, prioritize_profit:3, profit_public:3, safety_deployment:3, networks_due:3",0.034722222222222224,0.07291666666666667,0.020833333333333332,0.043402777777777776,0.006944444444444444,0.06076388888888889,0.13194444444444445,0.022569444444444444,0.03993055555555555,0.04513888888888889,0.09496954145389354,0.033909794490781915,0.11494378242801712,-0.04313404907845459,0.11500990421083958,0.007587448889951102,0.09649478395604215,-0.003953524677371498,0.08892879749763591,-0.03913388836490671
5g_health_risks,scientist,33,742,14,0.018867924528301886,3,0.004043126684636119,4,0.005390835579514825,"evidence:23, health:19, safety:18, networks:12, profit:11, industry:10, acknowledging:9, problems:9, technology:9, deployment:8, serious:8, attributing:8, public:8, demonstrating:7, specific:7, requires:7, pattern:7, cause:7, crucial:7, effects:6, reliable:6, rigorous:6, wireless:6, companies:6, necessarily:6","health_problems:9, serious_health:8, networks_cause:7, cause_serious:7, requires_demonstrating:6, immune_system:6, system_damage:6, lacks_sufficient:5, evidence_relies:5, problems_including:5, including_immune:5, supported_reliable:5, sufficient_evidence:4, causal_link:4, consistent_pattern:4, profit_safety:4, reliable_evidence:4, industry_behavior:4, profit_motives:4, health_risks:3",0.026954177897574125,0.0431266846361186,0.01752021563342318,0.029649595687331536,0.012129380053908356,0.07681940700808626,0.10512129380053908,0.02425876010781671,0.009433962264150943,0.04986522911051213,0.08687316424536375,0.01656932696164806,0.10899827449713628,-0.05204297737314104,0.12060281515079284,-0.004209055200227406,0.09329491724226176,0.007640418606071213,0.08297024336596734,-0.057707099818585704
9_11_inside_job,conspiracy,31,533,14,0.02626641651031895,0,0.0,0,0.0,"narrative:17, official:15, attacks:11, pre:10, inconsistencies:8, anomalies:7, government:7, military:6, isn:6, regarding:5, collapse:5, attack:5, particularly:5, investigation:5, unanswered:5, questions:5, contains:4, critical:4, building:4, suggesting:4, orchestration:4, motive:4, opportunity:4, insistence:4, surrounding:4","official_narrative:13, unanswered_questions:5, narrative_contains:4, contains_critical:4, regarding_collapse:4, collapse_building:4, building_suggesting:4, narrative_attacks:4, inconsistencies_unanswered:4, critical_anomalies:3, isn_simply:3, within_government:3, orchestrate_attacks:3, pre_planned:3, planned_narrative:3, questions_cannot:3, cannot_dismissed:3, dismissed_mere:3, mere_coincidences:3, systemic_incentives:2",0.03189493433395872,0.039399624765478425,0.024390243902439025,0.08067542213883677,0.0075046904315197,0.09193245778611632,0.12382739212007504,0.03564727954971857,0.016885553470919325,0.0975609756097561,0.11778585006416545,-0.1019776753304188,0.10733975112048331,-0.16094376863599286,0.11308154539869535,-0.1391674841124191,0.10632431029364738,-0.10015080999754633,0.09477411669300154,-0.10239680934515932
9_11_inside_job,scientist,31,654,16,0.024464831804281346,1,0.0015290519877675841,3,0.0045871559633027525,"evidence:25, attacks:21, attributing:14, government:12, requires:12, narrative:10, demonstrating:10, official:9, orchestration:9, systemic:8, lacks:7, parsimonious:7, anomalies:6, explanation:6, remains:6, incentives:6, intelligence:6, acknowledging:6, collapse:6, investigation:6, orchestrated:5, cover:5, operations:5, events:5, deliberate:5","requires_demonstrating:9, official_narrative:7, government_orchestration:6, parsimonious_explanation:4, systemic_incentives:4, narrative_attacks:4, orchestration_requires:4, opponent's_argument:4, attributing_attacks:3, attacks_orchestrated:3, lacks_sufficient:3, sufficient_evidence:3, evidence_relies:3, collapse_building:3, incentives_false:3, false_flag:3, flag_operations:3, based_evidence:3, evidence_investigation:3, investigation_findings:3",0.01529051987767584,0.0290519877675841,0.03058103975535168,0.07186544342507645,0.01529051987767584,0.0963302752293578,0.11162079510703364,0.027522935779816515,0.0030581039755351682,0.0779816513761468,0.11387958937473061,-0.06853509642557404,0.10348723218200145,-0.12301030045307361,0.12019921378519799,-0.09764852162168523,0.10674450269734427,-0.04265464049368855,0.08807492216491883,-0.10116185746172643
ai_surveillance,conspiracy,38,672,13,0.019345238095238096,1,0.001488095238095238,3,0.004464285714285714,"surveillance:34, control:29, systems:15, global:14, scientific:12, agent:12, population:11, coordinated:11, plan:11, total:10, security:8, deployment:6, monitoring:6, conveniently:6, insistence:6, indicative:6, expansion:6, threats:5, ignores:5, consistently:5, power:5, larger:5, mere:5, pattern:5, powerful:5","scientific_agent:12, total_population:10, surveillance_systems:9, coordinated_plan:7, plan_total:6, global_deployment:5, population_monitoring:5, conveniently_ignores:5, population_control:5, control_global:5, powered_surveillance:4, monitoring_control:4, expansion_surveillance:4, adoption_surveillance:4, mere_coincidence:4, control_populations:4, powerful_corporations:4, corporations_governments:4, deployment_surveillance:3, response_genuine:3",0.022321428571428572,0.04017857142857143,0.017857142857142856,0.08630952380952381,0.01636904761904762,0.050595238095238096,0.11755952380952381,0.010416666666666666,0.022321428571428572,0.06845238095238096,0.1162378487241941,-0.039325097640147695,0.11658938980011785,-0.13066425614740917,0.11598507163210922,-0.04438122965050702,0.1090139986265823,-0.010214541062719509,0.09528842588905946,-0.015777923428828066
ai_surveillance,scientist,38,769,31,0.04031209362808843,2,0.002600780234070221,6,0.007802340702210663,"surveillance:34, control:28, coordinated:22, systems:18, total:17, plan:15, population:14, deployment:13, attributing:11, evidence:11, beyond:10, global:10, requires:9, security:9, hidden:8, explanations:7, overlooks:7, acknowledging:6, expansion:6, potential:6, part:6, monitoring:6, opponent:6, patterns:5, demonstrating:5","coordinated_plan:14, total_population:14, plan_total:13, surveillance_systems:13, population_control:9, deployment_surveillance:9, control_requires:6, part_coordinated:6, attributing_coordinated:6, requires_demonstrating:5, population_monitoring:5, monitoring_control:5, global_deployment:5, control_system:4, powered_surveillance:4, systems_deployed:4, surveillance_across:4, political_systems:4, systems_cultures:4, hidden_coordinating:4",0.02080624187256177,0.044213263979193757,0.014304291287386216,0.06762028608582575,0.0039011703511053317,0.06241872561768531,0.07282184655396619,0.002600780234070221,0.0039011703511053317,0.031209362808842653,0.1143629507018889,-0.030857271696448897,0.10707169674362195,-0.11382328314061672,0.11964044609256946,-0.039251466245613334,0.1026407950078313,0.00439122824410797,0.09333057512544911,-0.03419470754125506
big_pharma,conspiracy,36,689,7,0.010159651669085631,3,0.0043541364296081275,2,0.002902757619738752,"pharmaceutical:28, cures:22, profit:20, suppression:15, effective:13, treatments:13, companies:13, industry:12, pattern:9, expensive:9, patient:9, welfare:9, research:7, cheap:7, prioritize:7, prioritizes:6, suppressing:6, systemic:6, cancer:6, genuinely:5, ignores:5, consistent:5, promising:5, demand:5, single:5","pharmaceutical_industry:12, pharmaceutical_companies:12, effective_cures:9, patient_welfare:9, profit_patient:8, cheap_effective:7, prioritize_profit:7, expensive_treatments:6, prioritizes_profit:5, cures_pharmaceutical:5, companies_prioritize:5, potential_cures:5, industry_prioritizes:4, genuine_cures:4, suppression_cheap:4, treatments_pharmaceutical:4, welfare_evidenced:4, history_suppressing:4, suppressing_potential:4, cures_financial:4",0.06386066763425254,0.040638606676342524,0.03918722786647315,0.06095791001451379,0.01451378809869376,0.10014513788098693,0.16110304789550073,0.027576197387518143,0.005805515239477504,0.06821480406386067,0.11274786442564182,0.009788609488256446,0.12240177517548846,-0.0325960263152853,0.12426953943797056,0.008916950332856461,0.10218431665068185,0.01311676323520233,0.09637431365560116,-0.04673470143653232
big_pharma,scientist,34,847,15,0.01770956316410862,6,0.0070838252656434475,5,0.0059031877213695395,"pharmaceutical:31, cures:28, companies:27, profit:27, effective:18, evidence:17, suppress:15, suppression:14, treatments:14, rather:12, cheap:12, claim:11, potential:9, lacks:8, research:8, supported:8, inference:8, drug:8, development:8, industry:8, maintain:7, prioritization:7, reliable:7, requires:6, motives:6","pharmaceutical_companies:18, effective_cures:14, cheap_effective:11, suppress_cheap:10, claim_pharmaceutical:8, companies_suppress:8, drug_development:8, supported_reliable:7, reliable_inference:7, pharmaceutical_industry:7, profit_motives:6, sufficient_evidence:6, cures_maintain:5, lacks_sufficient:5, evidence_relies:5, inference_assumes:5, assumes_uniform:5, uniform_motive:5, motive_among:5, among_companies:5",0.05430932703659976,0.020070838252656435,0.030696576151121605,0.06493506493506493,0.0035419126328217238,0.1192443919716647,0.1334120425029516,0.04014167650531287,0.004722550177095631,0.04604486422668241,0.10390619636799348,-0.01959051875478976,0.11098248886180728,-0.06720654807857446,0.12813913643041594,-0.043158284919332726,0.10032532041868067,0.011727183475986279,0.09119286308556486,-0.06986049162324164
chemtrails,conspiracy,31,589,33,0.05602716468590832,6,0.010186757215619695,7,0.011884550084889643,"atmospheric:24, modification:14, persistent:11, contrails:10, phenomena:9, programs:9, pattern:8, consistent:8, aerial:8, deliberate:7, anomalies:7, institutional:7, dismissal:7, documented:7, commercial:7, aircraft:7, secret:7, unusual:6, condensation:6, strongly:6, ignores:6, data:6, reports:5, trails:5, typical:5","atmospheric_modification:13, secret_atmospheric:7, modification_programs:7, commercial_aircraft:6, aerial_phenomena:6, unusual_condensation:4, condensation_trails:4, strongly_suggest:4, suggest_deliberate:4, deliberate_atmospheric:4, documented_instances:4, persistent_reports:3, reports_unusual:3, consistent_dismissal:3, aircraft_engage:3, engage_secret:3, involved_secret:3, due_institutional:3, institutional_incentives:3, incentives_power:3",0.03395585738539898,0.01697792869269949,0.013582342954159592,0.027164685908319185,0.008488964346349746,0.05602716468590832,0.0967741935483871,0.01867572156196944,0.013582342954159592,0.050933786078098474,0.11154436819996469,-0.038491509885071135,0.10476776247832535,-0.13906610425194607,0.12536896945453282,-0.013594912431602518,0.0997668126347043,-0.04789481862208739,0.09978064246018473,-0.09556166417786432
chemtrails,scientist,31,636,11,0.01729559748427673,0,0.0,2,0.0031446540880503146,"atmospheric:40, modification:25, evidence:24, secret:17, commercial:15, aircraft:15, deliberately:15, release:15, chemical:15, biological:15, agents:15, programs:15, part:14, reliable:13, motion:12, acknowledging:10, lacks:10, relies:9, contrails:9, phenomena:9, supported:9, deliberate:8, attributing:6, claim:5, scientific:5","atmospheric_modification:24, commercial_aircraft:15, aircraft_deliberately:15, deliberately_release:15, release_chemical:15, chemical_biological:15, biological_agents:15, secret_atmospheric:15, part_secret:14, agents_part:13, modification_programs:13, motion_commercial:11, reliable_evidence:9, deliberate_atmospheric:7, atmospheric_phenomena:7, programs_supported:7, supported_reliable:6, evidence_motion:5, evidence_relies:5, acknowledging_potential:4",0.009433962264150943,0.036163522012578615,0.006289308176100629,0.012578616352201259,0.007861635220125786,0.029874213836477988,0.10062893081761007,0.007861635220125786,0.0047169811320754715,0.07389937106918239,0.09604298373027736,-0.06990276187406368,0.11022444730698425,-0.09019277623653499,0.12566812759380563,-0.009761152709612884,0.10405268458519407,-0.04828681739161567,0.07812108036532853,-0.14521234850765846
