run_id,debate_role,initial_stance_proxy,final_stance_proxy,stance_proxy_delta,initial_stance_sign,final_stance_sign,stance_flip,turns_in_group
run_20260209_051337,opponent,-0.0,-0.0,0.0,0,0,0,4
run_20260209_052413,moderator,0.0,1.0,1.0,0,1,0,5
run_20260209_052413,opponent,-0.0,-0.0,0.0,0,0,0,5
run_20260209_053539,moderator,0.0,1.0,1.0,0,1,0,5
run_20260209_053539,opponent,-0.0,-0.0,0.0,0,0,0,5
run_20260209_054231,moderator,0.0,2.0,2.0,0,1,0,3
run_20260209_054231,opponent,-0.0,-0.0,0.0,0,0,0,3
run_20260209_055141,moderator,0.0,2.0,2.0,0,1,0,4
run_20260209_055141,opponent,-0.0,-0.0,0.0,0,0,0,4
run_20260209_060420,moderator,0.0,0.0,0.0,0,0,0,5
run_20260209_060420,opponent,-1.0,-0.0,1.0,-1,0,0,5
run_20260209_061634,moderator,-1.0,0.0,1.0,-1,0,0,5
run_20260209_061634,opponent,-0.0,-0.0,0.0,0,0,0,5
run_20260209_062506,moderator,0.0,0.0,0.0,0,0,0,4
run_20260209_062506,opponent,1.0,-0.0,-1.0,1,0,0,4
run_20260209_063410,moderator,0.0,2.0,2.0,0,1,0,4
run_20260209_063410,proponent,0.0,1.0,1.0,0,1,0,4
run_20260209_063933,moderator,0.0,0.0,0.0,0,0,0,3
run_20260209_063933,proponent,0.0,0.0,0.0,0,0,0,3
run_20260209_064936,moderator,-2.0,0.0,2.0,-1,0,0,5
run_20260209_064936,proponent,0.0,0.0,0.0,0,0,0,5
run_20260209_065814,moderator,0.0,-1.0,-1.0,0,-1,0,4
run_20260209_065814,proponent,0.0,0.0,0.0,0,0,0,4
run_20260209_070914,moderator,0.0,0.0,0.0,0,0,0,5
run_20260209_070914,proponent,0.0,0.0,0.0,0,0,0,5
run_20260209_072058,moderator,0.0,0.0,0.0,0,0,0,5
run_20260209_072058,proponent,-1.0,0.0,1.0,-1,0,0,5
run_20260209_073159,moderator,1.0,1.0,0.0,1,1,0,5
run_20260209_073159,proponent,0.0,0.0,0.0,0,0,0,5
run_20260209_074049,moderator,0.0,0.0,0.0,0,0,0,4
run_20260209_074049,proponent,0.0,0.0,0.0,0,0,0,4
run_20260209_075053,moderator,0.0,0.0,0.0,0,0,0,5
run_20260209_075053,proponent,0.0,0.0,0.0,0,0,0,5
run_20260209_075942,moderator,1.0,1.0,0.0,1,1,0,4
run_20260209_075942,proponent,0.0,0.0,0.0,0,0,0,4
run_20260209_080440,moderator,-1.0,0.0,1.0,-1,0,0,5
run_20260209_080440,proponent,0.0,0.0,0.0,0,0,0,5
run_20260209_081023,moderator,1.0,1.0,0.0,1,1,0,5
run_20260209_081023,proponent,0.0,0.0,0.0,0,0,0,5
run_20260209_081515,moderator,0.0,1.0,1.0,0,1,0,5
run_20260209_081515,proponent,0.0,0.0,0.0,0,0,0,5
run_20260209_081542,moderator,-2.0,-1.0,1.0,-1,-1,0,3
run_20260209_081542,proponent,0.0,0.0,0.0,0,0,0,3
run_20260209_082234,moderator,-1.0,2.0,3.0,-1,1,1,3
run_20260209_082234,proponent,0.0,1.0,1.0,0,1,0,3
run_20260209_082709,moderator,2.0,1.0,-1.0,1,1,0,5
run_20260209_082709,proponent,0.0,0.0,0.0,0,0,0,5
run_20260209_083248,moderator,0.0,0.0,0.0,0,0,0,5
run_20260209_083248,proponent,0.0,0.0,0.0,0,0,0,5
run_20260209_083739,moderator,0.0,0.0,0.0,0,0,0,5
run_20260209_083739,proponent,0.0,0.0,0.0,0,0,0,5
run_20260209_084651,moderator,0.0,-1.0,-1.0,0,-1,0,4
run_20260209_084651,proponent,0.0,0.0,0.0,0,0,0,4
run_20260209_085513,moderator,0.0,0.0,0.0,0,0,0,4
run_20260209_085513,proponent,0.0,0.0,0.0,0,0,0,4
