debate_role,stage,metric,mean,ci_low,ci_high,n
proponent,middle,word_count,37.06060606060606,36.14393939393939,38.00757575757576,132
proponent,middle,avg_sentence_length,36.43181818181818,35.49611742424243,37.35236742424242,132
proponent,middle,lemma_type_token_ratio,0.9860964201486428,0.9819278210714936,0.9900071024202735,132
proponent,middle,vader_compound,0.045228030303030305,-0.03680412878787879,0.13023804924242421,132
proponent,middle,evidence_density_per_1k_words,13.363480906561012,9.636691044746735,17.71874375419852,132
proponent,middle,rebuttal_density_per_1k_words,1.302535546248348,0.38352272727272735,2.412429589052809,132
proponent,middle,hedge_density_per_1k_words,5.814454590440827,3.905049754903718,7.729997791164258,132
proponent,middle,assertive_density_per_1k_words,0.0,0.0,0.0,132
proponent,middle,strong_modal_density_per_1k_words,0.0,0.0,0.0,132
proponent,middle,weak_modal_density_per_1k_words,0.0,0.0,0.0,132
proponent,middle,moral_density_per_1k_words,4.748925571544461,4.5726584909954875,4.902290323071917,132
proponent,middle,stance_proxy_score,-0.1893939393939394,-0.30303030303030304,-0.08333333333333333,132
proponent,middle,assertiveness_balance,-0.005814454590440827,-0.007818401058551286,-0.0038606726823650094,132
proponent,middle,modality_balance,0.0,0.0,0.0,132
proponent,middle,lexical_overlap_prev_other_turn,0.064612416402713,0.060405847555685475,0.06886474781691794,132
proponent,middle,semantic_similarity_prev_other_turn,0.5242290462699413,0.5059960088627289,0.5409683579571122,132
proponent,middle,lexical_overlap_prev_opponent_turn,0.05579374423137016,0.049421442560617,0.06281062795142432,132
proponent,middle,semantic_similarity_prev_opponent_turn,0.4986780863170232,0.47925812728120676,0.5197155915040024,132
proponent,middle,novelty_vs_prev_turn_lexical,0.935387583597287,0.9308701694250189,0.9405083811203234,132
proponent,middle,novelty_vs_prev_turn_semantic,0.47577095373005873,0.4566091060108785,0.4933589983403768,132
proponent,middle,novelty_vs_prev_opponent_turn_lexical,0.9442062557686298,0.9369824698439654,0.9505480756045859,132
proponent,middle,novelty_vs_prev_opponent_turn_semantic,0.5013219136829768,0.4796925054450832,0.520796527748457,132
proponent,opening,confidence,52.99333333333333,52.393166666666666,53.5935,150
proponent,opening,confidence_delta_within_role,-1.8,-2.7432142857142856,-0.7571428571428571,70
proponent,opening,word_count,33.14,32.373000000000005,33.98,150
proponent,opening,avg_sentence_length,33.14,32.33966666666667,33.9135,150
proponent,opening,lemma_type_token_ratio,0.9868408856789628,0.9830087513637761,0.9902664354654884,150
proponent,opening,vader_compound,0.067298,-0.01648441666666667,0.14884913333333333,150
proponent,opening,evidence_density_per_1k_words,14.214883431275224,10.395467014674486,17.971450034534563,150
proponent,opening,rebuttal_density_per_1k_words,2.52268777132661,1.2292897648160808,3.906638374061242,150
proponent,opening,hedge_density_per_1k_words,8.439070946260335,6.196065053337252,10.723583477058497,150
proponent,opening,assertive_density_per_1k_words,0.1904761904761905,0.0,0.5714285714285715,150
proponent,opening,strong_modal_density_per_1k_words,0.0,0.0,0.0,150
proponent,opening,weak_modal_density_per_1k_words,0.0,0.0,0.0,150
proponent,opening,moral_density_per_1k_words,5.137489228517766,4.965742584373747,5.301917581962963,150
proponent,opening,stance_proxy_score,-0.06666666666666667,-0.14666666666666667,0.013333333333333334,150
proponent,opening,assertiveness_balance,-0.008248594755784145,-0.010706406035970634,-0.005804306067733528,150
proponent,opening,modality_balance,0.0,0.0,0.0,150
proponent,opening,lexical_overlap_prev_other_turn,0.02744767625180727,0.02227699750808645,0.03347583614210886,150
proponent,opening,semantic_similarity_prev_other_turn,0.5336949414279263,0.5096206218279323,0.5563891611380591,70
proponent,opening,lexical_overlap_prev_opponent_turn,0.0340682814576882,0.026643811113304175,0.04196345477262662,150
proponent,opening,semantic_similarity_prev_opponent_turn,0.53733610861982,0.509224997833696,0.5628928641141997,70
proponent,opening,novelty_vs_prev_turn_lexical,0.9725523237481927,0.9671010256512046,0.9778962460626553,150
proponent,opening,novelty_vs_prev_turn_semantic,0.4663050585720739,0.44270345170770503,0.48912128656722254,70
proponent,opening,novelty_vs_prev_opponent_turn_lexical,0.965931718542312,0.957832647087667,0.973310806847784,150
proponent,opening,novelty_vs_prev_opponent_turn_semantic,0.46266389138018016,0.4327285721455838,0.49009159466366026,70
