model_name,metric,proponent_mean,opponent_mean,proponent_n,opponent_n,role_gap,role_gap_ci_low,role_gap_ci_high,effect_size_d
gemma3:27b,confidence,50.66022099447514,54.90985915492958,362,355,-4.249638160454438,-5.417765543537466,-3.1002750758695874,-0.531397920092115
gemma3:27b,confidence_delta_within_role,-2.00354609929078,3.7963636363636364,282,275,-5.799909735654417,-6.917634429400387,-4.695773372018054,-0.8515524967139515
gemma3:27b,word_count,35.552486187845304,35.709859154929575,362,355,-0.15737296708427095,-1.0676832542214658,0.7898982569449904,-0.024642773333194465
gemma3:27b,avg_sentence_length,35.098526703499076,31.953521126760563,362,355,3.1450055767385123,2.125479631935263,4.070737523668714,0.4941114510968679
gemma3:27b,lemma_type_token_ratio,0.985869937436498,0.9717586499635591,362,355,0.014111287472938883,0.009721627473127608,0.01854956466138671,0.45246077409866525
gemma3:27b,vader_compound,0.07806132596685084,-0.07356169014084508,362,355,0.1516230161076959,0.07327645052914172,0.22013863609835807,0.29994329616955906
gemma3:27b,evidence_density_per_1k_words,13.683597050673587,27.609368643303412,362,355,-13.925771592629825,-17.224398001805497,-10.364278670560763,-0.5774850801420509
gemma3:27b,rebuttal_density_per_1k_words,1.8016727799965981,2.721020582717187,362,355,-0.919347802720589,-2.0912661354410895,0.1878154715234336,-0.11415073630696643
gemma3:27b,hedge_density_per_1k_words,6.36488417994783,3.822876676039948,362,355,2.542007503907882,0.8909680888786118,4.248529957675207,0.2174080461453013
gemma3:27b,assertive_density_per_1k_words,0.15566079101990707,0.06550933508024893,362,355,0.09015145593965813,-0.13101867016049787,0.3859729895641497,0.052570682085224224
gemma3:27b,strong_modal_density_per_1k_words,0.0,0.0,362,355,0.0,0.0,0.0,0.0
gemma3:27b,weak_modal_density_per_1k_words,0.0,0.0,362,355,0.0,0.0,0.0,0.0
gemma3:27b,moral_density_per_1k_words,4.89203546555526,4.768201776026702,362,355,0.12383368952855811,-0.029161135426970554,0.28635399961323127,0.11490932143063047
gemma3:27b,stance_proxy_score,-0.15193370165745856,0.05070422535211268,362,355,-0.20263792700957123,-0.28085888257723135,-0.12224418333203643,-0.36639872548296226
gemma3:27b,assertiveness_balance,-0.006209223388927916,-0.003757367340959694,362,355,-0.002451856047968222,-0.004278267069020714,-0.000610817359227528,-0.20656219494017164
gemma3:27b,modality_balance,0.0,0.0,362,355,0.0,0.0,0.0,0.0
gemma3:27b,lexical_overlap_prev_other_turn,0.049035755069357714,0.1484771592512416,362,355,-0.0994414041818839,-0.1081283190028736,-0.0906028409193586,-1.6453906216516505
gemma3:27b,semantic_similarity_prev_other_turn,0.5356049763993395,0.6666611814977333,282,355,-0.13105620509839389,-0.14764259901522453,-0.1131380246770213,-1.2025524616388226
gemma3:27b,lexical_overlap_prev_opponent_turn,0.048025230752387474,0.1484771592512416,362,355,-0.10045192849885413,-0.10961932661483013,-0.09035595815516605,-1.5642784410674508
gemma3:27b,semantic_similarity_prev_opponent_turn,0.5143104055879592,0.6666611814977333,282,355,-0.1523507759097742,-0.17030917623816405,-0.13506310584732317,-1.266439910112512
gemma3:27b,novelty_vs_prev_turn_lexical,0.9504661827553309,0.8515228407487584,362,355,0.09894334200657251,0.0897726449313689,0.10848621921363516,1.6260384045412024
gemma3:27b,novelty_vs_prev_turn_semantic,0.4638850660045658,0.3333388185022666,282,355,0.1305462475022992,0.11417252975481185,0.14696903384772042,1.194392561433994
gemma3:27b,novelty_vs_prev_opponent_turn_lexical,0.9519747692476126,0.8515228407487584,362,355,0.1004519284988542,0.09123659021517781,0.11060790313701294,1.5642784410674515
gemma3:27b,novelty_vs_prev_opponent_turn_semantic,0.4856895944120408,0.3333388185022666,282,355,0.1523507759097742,0.13362348093315338,0.1707741826807398,1.266439910112512
