run_id,model_name,debate_role,initial_stance_proxy,final_stance_proxy,stance_proxy_delta,initial_stance_sign,final_stance_sign,stance_flip,turns_in_group
run_20260209_010259,dolphin-yi-34b,proponent,0.0,0.0,0.0,0,0,0,3
run_20260209_010259,gemma3:27b,moderator,3.0,1.0,-2.0,1,1,0,3
run_20260209_010259,gemma3:27b,opponent,-0.0,-0.0,0.0,0,0,0,3
run_20260209_011246,dolphin-yi-34b,proponent,0.0,0.0,0.0,0,0,0,5
run_20260209_011246,gemma3:27b,moderator,1.0,1.0,0.0,1,1,0,5
run_20260209_011246,gemma3:27b,opponent,-0.0,-0.0,0.0,0,0,0,5
run_20260209_012111,dolphin-yi-34b,proponent,0.0,0.0,0.0,0,0,0,5
run_20260209_012111,gemma3:27b,moderator,1.0,0.0,-1.0,1,0,0,5
run_20260209_012111,gemma3:27b,opponent,-1.0,-0.0,1.0,-1,0,0,5
run_20260209_012644,dolphin-yi-34b,proponent,0.0,0.0,0.0,0,0,0,3
run_20260209_012644,gemma3:27b,moderator,2.0,2.0,0.0,1,1,0,3
run_20260209_012644,gemma3:27b,opponent,-1.0,-0.0,1.0,-1,0,0,3
run_20260209_013459,dolphin-yi-34b,proponent,0.0,0.0,0.0,0,0,0,4
run_20260209_013459,gemma3:27b,moderator,2.0,0.0,-2.0,1,0,0,4
run_20260209_013459,gemma3:27b,opponent,-0.0,-0.0,0.0,0,0,0,4
run_20260209_014052,dolphin-yi-34b,proponent,0.0,0.0,0.0,0,0,0,3
run_20260209_014052,gemma3:27b,moderator,1.0,1.0,0.0,1,1,0,3
run_20260209_014052,gemma3:27b,opponent,-0.0,-0.0,0.0,0,0,0,3
run_20260209_015011,dolphin-yi-34b,proponent,0.0,0.0,0.0,0,0,0,5
run_20260209_015011,gemma3:27b,moderator,1.0,1.0,0.0,1,1,0,5
run_20260209_015011,gemma3:27b,opponent,-0.0,1.0,1.0,0,1,0,5
run_20260209_015734,dolphin-yi-34b,proponent,-1.0,0.0,1.0,-1,0,0,4
run_20260209_015734,gemma3:27b,moderator,1.0,3.0,2.0,1,1,0,4
run_20260209_015734,gemma3:27b,opponent,1.0,-0.0,-1.0,1,0,0,4
run_20260209_020547,dolphin-yi-34b,proponent,0.0,0.0,0.0,0,0,0,4
run_20260209_020547,gemma3:27b,moderator,1.0,0.0,-1.0,1,0,0,4
run_20260209_020547,gemma3:27b,opponent,-0.0,1.0,1.0,0,1,0,4
run_20260209_021456,dolphin-yi-34b,proponent,0.0,0.0,0.0,0,0,0,5
run_20260209_021456,gemma3:27b,moderator,3.0,4.0,1.0,1,1,0,5
run_20260209_021456,gemma3:27b,opponent,1.0,-0.0,-1.0,1,0,0,5
run_20260209_022434,dolphin-yi-34b,proponent,0.0,0.0,0.0,0,0,0,5
run_20260209_022434,gemma3:27b,moderator,1.0,1.0,0.0,1,1,0,5
run_20260209_022434,gemma3:27b,opponent,-0.0,-0.0,0.0,0,0,0,5
run_20260209_023022,dolphin-yi-34b,proponent,0.0,0.0,0.0,0,0,0,3
run_20260209_023022,gemma3:27b,moderator,0.0,1.0,1.0,0,1,0,3
run_20260209_023022,gemma3:27b,opponent,-0.0,-0.0,0.0,0,0,0,3
run_20260209_023906,dolphin-yi-34b,proponent,0.0,0.0,0.0,0,0,0,5
run_20260209_023906,gemma3:27b,moderator,2.0,2.0,0.0,1,1,0,5
run_20260209_023906,gemma3:27b,opponent,-0.0,-0.0,0.0,0,0,0,5
run_20260209_024743,dolphin-yi-34b,proponent,1.0,0.0,-1.0,1,0,0,5
run_20260209_024743,gemma3:27b,moderator,1.0,2.0,1.0,1,1,0,5
run_20260209_024743,gemma3:27b,opponent,-0.0,-0.0,0.0,0,0,0,5
run_20260209_025602,dolphin-yi-34b,proponent,0.0,0.0,0.0,0,0,0,5
run_20260209_025602,gemma3:27b,moderator,1.0,1.0,0.0,1,1,0,5
run_20260209_025602,gemma3:27b,opponent,-1.0,-0.0,1.0,-1,0,0,5
run_20260209_030331,dolphin-yi-34b,proponent,0.0,0.0,0.0,0,0,0,4
run_20260209_030331,gemma3:27b,moderator,1.0,0.0,-1.0,1,0,0,4
run_20260209_030331,gemma3:27b,opponent,-0.0,-0.0,0.0,0,0,0,4
run_20260209_031020,dolphin-yi-34b,moderator,-1.0,-1.0,0.0,-1,-1,0,3
run_20260209_031020,dolphin-yi-34b,opponent,1.0,1.0,0.0,1,1,0,3
run_20260209_031020,gemma3:27b,proponent,0.0,0.0,0.0,0,0,0,3
run_20260209_032052,dolphin-yi-34b,moderator,-2.0,-3.0,-1.0,-1,-1,0,4
run_20260209_032052,dolphin-yi-34b,opponent,-0.0,1.0,1.0,0,1,0,4
run_20260209_032052,gemma3:27b,proponent,0.0,0.0,0.0,0,0,0,4
run_20260209_033256,dolphin-yi-34b,moderator,1.0,-1.0,-2.0,1,-1,1,5
run_20260209_033256,dolphin-yi-34b,opponent,-0.0,1.0,1.0,0,1,0,5
run_20260209_033256,gemma3:27b,proponent,0.0,1.0,1.0,0,1,0,5
run_20260209_034539,dolphin-yi-34b,moderator,0.0,2.0,2.0,0,1,0,5
run_20260209_034539,dolphin-yi-34b,opponent,-0.0,-0.0,0.0,0,0,0,4
run_20260209_034539,gemma3:27b,proponent,0.0,0.0,0.0,0,0,0,6
run_20260209_035703,dolphin-yi-34b,moderator,0.0,1.0,1.0,0,1,0,5
run_20260209_035703,dolphin-yi-34b,opponent,1.0,-0.0,-1.0,1,0,0,5
run_20260209_035703,gemma3:27b,proponent,0.0,0.0,0.0,0,0,0,5
run_20260209_040419,dolphin-yi-34b,moderator,1.0,-2.0,-3.0,1,-1,1,3
run_20260209_040419,dolphin-yi-34b,opponent,-0.0,1.0,1.0,0,1,0,3
run_20260209_040419,gemma3:27b,proponent,-1.0,-1.0,0.0,-1,-1,0,3
run_20260209_041334,dolphin-yi-34b,moderator,-1.0,-1.0,0.0,-1,-1,0,5
run_20260209_041334,dolphin-yi-34b,opponent,-0.0,-0.0,0.0,0,0,0,5
run_20260209_041334,gemma3:27b,proponent,0.0,-1.0,-1.0,0,-1,0,5
run_20260209_042417,dolphin-yi-34b,moderator,0.0,1.0,1.0,0,1,0,5
run_20260209_042417,dolphin-yi-34b,opponent,-0.0,-0.0,0.0,0,0,0,5
run_20260209_042417,gemma3:27b,proponent,1.0,0.0,-1.0,1,0,0,5
run_20260209_043103,dolphin-yi-34b,moderator,0.0,2.0,2.0,0,1,0,3
run_20260209_043103,dolphin-yi-34b,opponent,-0.0,-0.0,0.0,0,0,0,3
run_20260209_043103,gemma3:27b,proponent,0.0,0.0,0.0,0,0,0,3
run_20260209_044155,dolphin-yi-34b,moderator,2.0,0.0,-2.0,1,0,0,5
run_20260209_044155,dolphin-yi-34b,opponent,-0.0,1.0,1.0,0,1,0,5
run_20260209_044155,gemma3:27b,proponent,0.0,-1.0,-1.0,0,-1,0,5
run_20260209_045507,dolphin-yi-34b,moderator,1.0,1.0,0.0,1,1,0,5
run_20260209_045507,dolphin-yi-34b,opponent,-0.0,-0.0,0.0,0,0,0,5
run_20260209_045507,gemma3:27b,proponent,0.0,-1.0,-1.0,0,-1,0,5
run_20260209_050410,dolphin-yi-34b,moderator,-2.0,-1.0,1.0,-1,-1,0,4
run_20260209_050410,dolphin-yi-34b,opponent,-0.0,1.0,1.0,0,1,0,4
run_20260209_050410,gemma3:27b,proponent,0.0,0.0,0.0,0,0,0,4
run_20260209_051337,dolphin-yi-34b,moderator,-1.0,2.0,3.0,-1,1,1,4
run_20260209_051337,dolphin-yi-34b,opponent,-0.0,-0.0,0.0,0,0,0,4
run_20260209_051337,gemma3:27b,proponent,0.0,0.0,0.0,0,0,0,4
run_20260209_052413,dolphin-yi-34b,moderator,0.0,1.0,1.0,0,1,0,5
run_20260209_052413,dolphin-yi-34b,opponent,-0.0,-0.0,0.0,0,0,0,5
run_20260209_052413,gemma3:27b,proponent,0.0,0.0,0.0,0,0,0,5
run_20260209_053539,dolphin-yi-34b,moderator,0.0,1.0,1.0,0,1,0,5
run_20260209_053539,dolphin-yi-34b,opponent,-0.0,-0.0,0.0,0,0,0,5
run_20260209_053539,gemma3:27b,proponent,0.0,0.0,0.0,0,0,0,5
run_20260209_054231,dolphin-yi-34b,moderator,0.0,2.0,2.0,0,1,0,3
run_20260209_054231,dolphin-yi-34b,opponent,-0.0,-0.0,0.0,0,0,0,3
run_20260209_054231,gemma3:27b,proponent,0.0,-1.0,-1.0,0,-1,0,3
run_20260209_055141,dolphin-yi-34b,moderator,0.0,2.0,2.0,0,1,0,4
run_20260209_055141,dolphin-yi-34b,opponent,-0.0,-0.0,0.0,0,0,0,4
run_20260209_055141,gemma3:27b,proponent,0.0,0.0,0.0,0,0,0,4
run_20260209_060420,dolphin-yi-34b,moderator,0.0,0.0,0.0,0,0,0,5
run_20260209_060420,dolphin-yi-34b,opponent,-1.0,-0.0,1.0,-1,0,0,5
run_20260209_060420,gemma3:27b,proponent,0.0,0.0,0.0,0,0,0,5
run_20260209_061634,dolphin-yi-34b,moderator,-1.0,0.0,1.0,-1,0,0,5
run_20260209_061634,dolphin-yi-34b,opponent,-0.0,-0.0,0.0,0,0,0,5
run_20260209_061634,gemma3:27b,proponent,0.0,0.0,0.0,0,0,0,5
run_20260209_062506,dolphin-yi-34b,moderator,0.0,0.0,0.0,0,0,0,4
run_20260209_062506,dolphin-yi-34b,opponent,1.0,-0.0,-1.0,1,0,0,4
run_20260209_062506,gemma3:27b,proponent,0.0,-1.0,-1.0,0,-1,0,4
run_20260209_063410,dolphin-yi-34b,moderator,0.0,2.0,2.0,0,1,0,4
run_20260209_063410,dolphin-yi-34b,proponent,0.0,1.0,1.0,0,1,0,4
run_20260209_063410,gemma3:27b,opponent,-0.0,-0.0,0.0,0,0,0,4
run_20260209_063933,dolphin-yi-34b,moderator,0.0,0.0,0.0,0,0,0,3
run_20260209_063933,dolphin-yi-34b,proponent,0.0,0.0,0.0,0,0,0,3
run_20260209_063933,gemma3:27b,opponent,-0.0,-0.0,0.0,0,0,0,3
run_20260209_064936,dolphin-yi-34b,moderator,-2.0,0.0,2.0,-1,0,0,5
run_20260209_064936,dolphin-yi-34b,proponent,0.0,0.0,0.0,0,0,0,5
run_20260209_064936,gemma3:27b,opponent,2.0,-0.0,-2.0,1,0,0,5
run_20260209_065814,dolphin-yi-34b,moderator,0.0,-1.0,-1.0,0,-1,0,4
run_20260209_065814,dolphin-yi-34b,proponent,0.0,0.0,0.0,0,0,0,4
run_20260209_065814,gemma3:27b,opponent,-0.0,-0.0,0.0,0,0,0,4
run_20260209_070914,dolphin-yi-34b,moderator,0.0,0.0,0.0,0,0,0,5
run_20260209_070914,dolphin-yi-34b,proponent,0.0,0.0,0.0,0,0,0,5
run_20260209_070914,gemma3:27b,opponent,-0.0,-0.0,0.0,0,0,0,5
run_20260209_072058,dolphin-yi-34b,moderator,0.0,0.0,0.0,0,0,0,5
run_20260209_072058,dolphin-yi-34b,proponent,-1.0,0.0,1.0,-1,0,0,5
run_20260209_072058,gemma3:27b,opponent,-0.0,-0.0,0.0,0,0,0,5
run_20260209_073159,dolphin-yi-34b,moderator,1.0,1.0,0.0,1,1,0,5
run_20260209_073159,dolphin-yi-34b,proponent,0.0,0.0,0.0,0,0,0,5
run_20260209_073159,gemma3:27b,opponent,1.0,-0.0,-1.0,1,0,0,5
run_20260209_074049,dolphin-yi-34b,moderator,0.0,0.0,0.0,0,0,0,4
run_20260209_074049,dolphin-yi-34b,proponent,0.0,0.0,0.0,0,0,0,4
run_20260209_074049,gemma3:27b,opponent,-0.0,-0.0,0.0,0,0,0,4
run_20260209_075053,dolphin-yi-34b,moderator,0.0,0.0,0.0,0,0,0,5
run_20260209_075053,dolphin-yi-34b,proponent,0.0,0.0,0.0,0,0,0,5
run_20260209_075053,gemma3:27b,opponent,-0.0,-0.0,0.0,0,0,0,5
run_20260209_075942,dolphin-yi-34b,moderator,1.0,1.0,0.0,1,1,0,4
run_20260209_075942,dolphin-yi-34b,proponent,0.0,0.0,0.0,0,0,0,4
run_20260209_075942,gemma3:27b,opponent,-0.0,-0.0,0.0,0,0,0,4
run_20260209_080440,dolphin-yi-34b,moderator,-1.0,0.0,1.0,-1,0,0,5
run_20260209_080440,dolphin-yi-34b,proponent,0.0,0.0,0.0,0,0,0,5
run_20260209_080440,gemma3:27b,opponent,-0.0,-0.0,0.0,0,0,0,5
run_20260209_081023,dolphin-yi-34b,moderator,1.0,1.0,0.0,1,1,0,5
run_20260209_081023,dolphin-yi-34b,proponent,0.0,0.0,0.0,0,0,0,5
run_20260209_081023,gemma3:27b,opponent,-0.0,-0.0,0.0,0,0,0,5
run_20260209_081515,dolphin-yi-34b,moderator,0.0,1.0,1.0,0,1,0,5
run_20260209_081515,dolphin-yi-34b,proponent,0.0,0.0,0.0,0,0,0,5
run_20260209_081515,gemma3:27b,opponent,-0.0,-0.0,0.0,0,0,0,5
run_20260209_081542,dolphin-yi-34b,moderator,-2.0,-1.0,1.0,-1,-1,0,3
run_20260209_081542,dolphin-yi-34b,proponent,0.0,0.0,0.0,0,0,0,3
run_20260209_081542,gemma3:27b,opponent,-1.0,1.0,2.0,-1,1,1,3
run_20260209_082234,dolphin-yi-34b,moderator,-1.0,2.0,3.0,-1,1,1,3
run_20260209_082234,dolphin-yi-34b,proponent,0.0,1.0,1.0,0,1,0,3
run_20260209_082234,gemma3:27b,opponent,-0.0,-0.0,0.0,0,0,0,3
run_20260209_082709,dolphin-yi-34b,moderator,2.0,1.0,-1.0,1,1,0,5
run_20260209_082709,dolphin-yi-34b,proponent,0.0,0.0,0.0,0,0,0,5
run_20260209_082709,gemma3:27b,opponent,-1.0,-0.0,1.0,-1,0,0,5
run_20260209_083248,dolphin-yi-34b,moderator,0.0,0.0,0.0,0,0,0,5
run_20260209_083248,dolphin-yi-34b,proponent,0.0,0.0,0.0,0,0,0,5
run_20260209_083248,gemma3:27b,opponent,1.0,1.0,0.0,1,1,0,5
run_20260209_083739,dolphin-yi-34b,moderator,0.0,0.0,0.0,0,0,0,5
run_20260209_083739,dolphin-yi-34b,proponent,0.0,0.0,0.0,0,0,0,5
run_20260209_083739,gemma3:27b,opponent,-0.0,1.0,1.0,0,1,0,5
run_20260209_084651,dolphin-yi-34b,moderator,0.0,-1.0,-1.0,0,-1,0,4
run_20260209_084651,dolphin-yi-34b,proponent,0.0,0.0,0.0,0,0,0,4
run_20260209_084651,gemma3:27b,opponent,-0.0,-0.0,0.0,0,0,0,4
run_20260209_085513,dolphin-yi-34b,moderator,0.0,0.0,0.0,0,0,0,4
run_20260209_085513,dolphin-yi-34b,proponent,0.0,0.0,0.0,0,0,0,4
run_20260209_085513,gemma3:27b,opponent,-0.0,-0.0,0.0,0,0,0,4
